PMID23223431Line147|88 92|GATA2 
PMID21714648Line70|105 107|MET 
PMID21714648Line70|130 133|EGFR 
PMID21714648Line70|156 159|CDH1 
PMID25465125Line193|0 2|CBL 
PMID10706759Line21|37 40|PTEN 
PMID10706759Line21|42 46|MMAC1 
PMID22323480Line182|33 37|U2AF1 
PMID22323480Line182|81 85|ASXL1 
PMID22323480Line182|89 92|TET2 
PMID22323480Line182|110 114|SF3B1 
PMID22323480Line182|137 141|RUNX1 
PMID22375971Line29|67 70|JAK1 
PMID22375971Line29|74 77|JAK2 
PMID25006131Line9|68 72|STAG2 
PMID25006131Line9|74 77|SMC3 
PMID25006131Line9|82 86|RAD21 
PMID21339759Line54|101 104|EZH2 
PMID21339759Line54|129 132|EZH2 
PMID21339759Line54|134 137|TET2 
PMID21339759Line54|165 168|TET2 
PMID21605981Line152|16 20|GATA2 
PMID23054646Line17|119 122|MPN1 
PMID23054646Line17|126 130|CEBPA 
PMID23223431Line102|25 29|GATA2 
PMID22898539Line220|64 67|BMI1 
PMID24335498Line107|6 10|RAD21 
PMID24335498Line107|48 51|NPM1 
PMID24335498Line107|71 74|SMC1 
PMID24335498Line107|97 100|NPM1 
PMID10706759Line23|51 54|PTEN 
PMID10706759Line23|56 60|MMAC1 
PMID20601954Line46|52 55|EZH2 
PMID20601954Line46|66 69|TET2 
PMID25006131Line78|97 101|STAG1 
PMID22035746Line12|62 64|BCR 
PMID22035746Line12|66 69|ABL1 
PMID21605981Line295|33 37|GATA2 
PMID21605981Line295|111 115|GATA2 
PMID21714648Line113|135 138|ETV6 
PMID21714648Line113|142 145|GNAS 
PMID22210327Line20|30 33|BCOR 
PMID22210327Line20|37 42|BCORL1 
PMID22210327Line20|120 123|BCL6 
PMID24986690Line106|94 97|JAK2 
PMID24986690Line106|99 102|CALR 
PMID24986690Line106|107 109|MPL 
PMID21339759Line51|39 43|ASXL1 
PMID21339759Line51|66 70|ASXL1 
PMID25465125Line29|0 3|TET2 
PMID25465125Line29|28 53|(TET) oncogene family member 2 
PMID22898539Line183|61 66|DNMT3A 
PMID19282830Line51|43 47|RUNX1 
PMID22898539Line102|29 34|DNMT3A 
PMID22898539Line102|148 153|DNMT3A 
PMID22898539Line102|163 168|DNMT3A 
PMID19282830Line140|26 30|RUNX1 
PMID22898539Line138|124 127|TET2 
PMID21605981Line96|0 4|GATA1 
PMID21605981Line96|8 12|GATA2 
PMID23978506Line153|29 32|JAK2 
PMID25465125Line211|3 7|SF3B1 
PMID21605981Line229|14 18|GATA2 
PMID21714648Line109|56 59|TP53 
PMID21714648Line109|61 64|EZH2 
PMID21714648Line109|66 69|ETV6 
PMID21714648Line109|71 75|RUNX1 
PMID21714648Line109|80 84|ASXL1 
PMID22878824Line110|3 7|CEBPA 
PMID22878824Line110|56 65|C/EBPalpha 
PMID22878824Line110|22 54|CCAAT/enhancer binding protein alpha 
PMID25465125Line173|15 18|TP53 
PMID23531518Line139|17 21|ASXL1 
PMID24335498Line7|118 122|STAG1 
PMID24335498Line7|130 134|STAG2 
PMID24335498Line7|145 148|SMC3 
PMID21714648Line129|11 14|TP53 
PMID25465125Line91|15 19|ASXL1 
PMID23223431Line217|85 89|GATA2 
PMID23978506Line76|31 34|JAK2 
PMID23978506Line265|34 37|JAK2 
PMID23531518Line64|48 52|ASXL1 
PMID23978506Line13|36 39|JAK2 
PMID23054646Line28|117 122|U2AF35 
PMID23054646Line28|138 142|ZRSR2 
PMID23054646Line28|163 167|SRSF1 
PMID21714648Line98|25 29|RUNX1 
PMID21714648Line98|31 34|TP53 
PMID21714648Line98|39 42|NRAS 
PMID22898539Line74|0 5|DNMT3A 
PMID22878824Line154|11 14|FLT3 
PMID22878824Line154|83 86|NPM1 
PMID22878824Line154|89 93|CEBPA 
PMID22323480Line120|43 47|U2AF1 
PMID22878824Line138|41 46|DNMT3A 
PMID21339759Line7|113 116|TET2 
PMID21339759Line7|142 144|CBL 
PMID21339759Line7|146 150|RUNX1 
PMID20601954Line43|32 35|EZH2 
PMID20601954Line43|54 57|EZH2 
PMID25465125Line241|101 105|U2AF1 
PMID25465125Line241|164 168|RUNX1 
PMID23223431Line110|3 7|GATA2 
PMID23223431Line110|74 78|NEK11 
PMID23619563Line114|33 36|EZH2 
PMID23619563Line114|38 41|IDH1 
PMID23619563Line114|45 49|SRSF2 
PMID24986690Line27|4 7|JAK2 
PMID24986690Line27|11 13|MPL 
PMID24986690Line27|42 45|CALR 
PMID22898539Line216|10 13|EZH2 
PMID25465125Line215|33 37|SF3B1 
PMID25465125Line215|109 113|SF3B1 
PMID21605981Line203|6 9|Evi1 
PMID21605981Line208|33 37|GATA2 
PMID21605981Line208|88 92|GATA2 
PMID23978506Line36|159 162|JAK2 
PMID23978506Line36|166 168|MPL 
PMID25465125Line50|37 40|EZH2 
PMID25465125Line50|44 47|TET2 
PMID25465125Line50|116 119|EZH2 
PMID25465125Line268|1019 1023|snRNP 
PMID25465125Line268|1105 1109|snRNP 
PMID25465125Line268|1198 1200|SF1 
PMID25465125Line268|1292 1297|U2AF35 
PMID25465125Line268|1352 1357|U2AF65 
PMID25465125Line268|1378 1382|SRSF2 
PMID25465125Line268|1384 1388|ZRSR2 
PMID25465125Line268|1441 1445|SRSF2 
PMID25465125Line268|1486 1490|snRNP 
PMID25465125Line268|1504 1508|SF3A1 
PMID25465125Line268|1512 1516|SF3B1 
PMID25465125Line268|1582 1586|SRSF2 
PMID25465125Line268|1588 1592|SF3B1 
PMID22035746Line62|9 12|TET2 
PMID22035746Line62|53 56|TET2 
PMID21339759Line11|30 33|EZH2 
PMID23619563Line63|33 37|ASXL1 
PMID23619563Line63|39 43|SRSF2 
PMID23619563Line63|45 48|EZH2 
PMID23619563Line63|52 55|IDH2 
PMID23619563Line63|108 112|ASXL1 
PMID23619563Line63|114 118|SRSF2 
PMID23619563Line63|122 125|EZH2 
PMID23619563Line63|147 151|ASXL1 
PMID23619563Line63|153 157|SRSF2 
PMID23619563Line63|161 164|IDH1 
PMID23978506Line250|7 10|JAK2 
PMID21339759Line2|92 95|TET2 
PMID21339759Line2|99 102|EZH2 
PMID25006131Line125|145 149|STAG2 
PMID25006131Line125|153 157|RAD21 
PMID23978506Line163|123 126|JAK2 
PMID22898539Line110|0 3|TET2 
PMID10706759Line17|38 41|PTEN 
PMID10706759Line17|43 47|MMAC1 
PMID19282830Line136|21 25|RUNX1 
PMID23054646Line68|17 22|U2AF35 
PMID19282830Line98|46 50|RUNX1 
PMID19282830Line98|110 114|RUNX1 
PMID19282830Line137|0 4|RUNX1 
PMID21339759Line53|41 44|EZH2 
PMID21339759Line53|48 51|TET2 
PMID21339759Line53|77 80|EZH2 
PMID21339759Line53|97 100|EZH2 
PMID21339759Line53|192 195|TET2 
PMID21339759Line53|215 218|EZH2 
PMID21339759Line53|284 287|TET2 
PMID22898539Line134|59 62|NURD 
PMID22898539Line134|77 107|methyl-CpG binding domain protein 3 
PMID22898539Line134|109 112|MBD3 
PMID22898539Line134|23 57|nucleosome remodelling and deacetylase 
PMID23223431Line137|21 25|GATA2 
PMID19282830Line113|72 76|RUNX1 
PMID22898539Line85|21 26|DNMT3A 
PMID21605981Line130|77 81|GATA1 
PMID23978506Line93|20 23|JAK2 
PMID24986690Line2|33 36|JAK2 
PMID24986690Line2|38 41|CALR 
PMID24986690Line2|45 47|MPL 
PMID22898539Line229|0 4|ASXL1 
PMID23619563Line9|8 12|ASXL1 
PMID23619563Line9|14 18|SRSF2 
PMID23619563Line9|22 25|EZH2 
PMID25006131Line111|16 20|STAG2 
PMID25006131Line111|22 26|RAD21 
PMID25006131Line111|31 34|SMC3 
PMID25006131Line111|103 106|TET2 
PMID23896413Line99|80 84|CSF3R 
PMID21605981Line149|9 13|GATA2 
PMID21605981Line149|32 35|FOG1 
PMID21605981Line149|83 87|GATA2 
PMID21605981Line149|108 111|FOG1 
PMID23978506Line78|67 70|JAK2 
PMID21605981Line29|0 4|GATA2 
PMID24986690Line127|31 34|JAK2 
PMID24986690Line127|36 39|CALR 
PMID24986690Line127|43 45|MPL 
PMID21605981Line84|12 16|GATA2 
PMID21605981Line111|73 76|FOG1 
PMID21605981Line111|86 90|GATA1 
PMID21605981Line111|115 119|GATA1 
PMID23223431Line192|11 15|GATA2 
PMID23223431Line192|273 277|GATA2 
PMID23978506Line92|22 25|JAK2 
PMID19282830Line31|36 40|RUNX1 
PMID21605981Line219|72 76|GATA1 
PMID21605981Line219|80 84|GATA2 
PMID23896413Line72|9 13|CSF3R 
PMID10706759Line85|33 36|PTEN 
PMID10706759Line85|38 42|MMAC1 
PMID20601954Line6|16 19|EZH2 
PMID20601954Line6|73 76|EZH2 
PMID20601954Line6|137 140|EZH2 
PMID21339759Line10|0 4|ASXL1 
PMID25465125Line140|25 28|ETV6 
PMID24335498Line149|29 32|NPM1 
PMID21605981Line253|18 22|GATA2 
PMID21605981Line253|61 65|GATA2 
PMID24335498Line97|123 127|CD11b 
PMID24335498Line97|129 132|CD14 
PMID21339759Line55|47 50|EZH2 
PMID21339759Line55|52 56|ASXL1 
PMID21339759Line55|58 61|TET2 
PMID21339759Line55|69 71|CBL 
PMID24986690Line77|37 40|JAK2 
PMID24986690Line77|42 45|CALR 
PMID24986690Line77|50 52|MPL 
PMID22898539Line215|19 22|EZH2 
PMID22898539Line215|145 148|PRC2 
PMID22898539Line215|239 242|EZH2 
PMID22898539Line301|333 336|TET1 
PMID22898539Line301|340 343|TET3 
PMID22898539Line301|442 445|TET2 
PMID22898539Line301|528 531|TET2 
PMID22898539Line301|584 587|TET2 
PMID22898539Line301|983 986|NURD 
PMID22898539Line301|1001 1031|methyl-CpG binding domain protein 3 
PMID22898539Line301|1033 1036|MBD3 
PMID22898539Line301|1300 1302|AID 
PMID22898539Line301|1304 1338|activation-induced cytidine deaminase 
PMID22898539Line301|1364 1369|DNMT3A 
PMID22898539Line301|1371 1392|DNA methyltransferase 3A 
PMID22898539Line301|1521 1523|TDG 
PMID22898539Line301|1525 1545|thymine DNA glycosylase 
PMID22898539Line301|947 981|nucleosome remodelling and deacetylase 
PMID23978506Line237|13 16|JAK2 
PMID22878824Line151|5 8|NPM1 
PMID22878824Line151|60 63|FLT3 
PMID22898539Line159|25 28|IDH2 
PMID22898539Line159|85 88|IDH2 
PMID22898539Line159|115 118|IDH1 
PMID22898539Line159|126 129|IDH2 
PMID22898539Line159|183 186|IDH1 
PMID22898539Line159|194 197|IDH1 
PMID22898539Line159|205 208|IDH2 
PMID22898539Line159|216 219|IDH2 
PMID22898539Line159|229 232|IDH2 
PMID23619563Line97|160 163|TET2 
PMID23619563Line97|165 167|CBL 
PMID23619563Line97|169 172|IDH1 
PMID23619563Line97|175 178|IDH2 
PMID23619563Line97|180 184|ASXL1 
PMID23619563Line97|186 189|EZH2 
PMID23619563Line97|191 196|DNMT3A 
PMID23619563Line97|200 204|SRSF2 
PMID25465125Line248|25 28|SMC1 
PMID25465125Line248|30 33|SMC3 
PMID25465125Line248|35 38|SCC1 
PMID25465125Line248|40 44|RAD21 
PMID25465125Line248|46 49|SCC3 
PMID25465125Line248|51 54|STAG 
PMID25465125Line248|56 59|WPL1 
PMID25465125Line248|64 68|PDS5B 
PMID20601954Line61|31 34|EZH2 
PMID22898539Line305|456 481|FMS-related tyrosine kinase 3 
PMID22898539Line305|483 486|FLT3 
PMID22898539Line305|489 492|NRAS 
PMID22898539Line305|494 497|KRAS 
PMID22898539Line305|501 503|KIT 
PMID22898539Line305|871 896|methylcytosine dioxygenase 2 
PMID22898539Line305|898 901|TET2 
PMID22898539Line305|904 927|isocitrate dehydrogenase 1 
PMID22898539Line305|929 932|IDH1 
PMID22898539Line305|936 939|IDH2 
PMID22898539Line305|1108 1110|MLL 
PMID22898539Line305|1115 1138|additional sex combs-like 1 
PMID22898539Line305|1140 1144|ASXL1 
PMID22898539Line305|1170 1191|DNA methyltransferase 3A 
PMID22898539Line305|1193 1198|DNMT3A 
PMID22898539Line305|1482 1484|MLL 
PMID22898539Line305|1520 1523|TET2 
PMID22898539Line305|1737 1741|CEBPA 
PMID22898539Line305|1743 1776|CCAAT/enhancer binding protein-alpha 
PMID22898539Line305|1778 1781|NPM1 
PMID22898539Line305|1783 1795|nucleophosmin 
PMID22898539Line305|1797 1801|RUNX1 
PMID23054646Line13|117 120|NRAS 
PMID23054646Line13|122 125|KRAS 
PMID23054646Line13|134 136|NF1 
PMID23054646Line13|138 142|c-CBL 
PMID23054646Line13|144 147|JAK2 
PMID23054646Line13|152 155|FLT3 
PMID23054646Line13|214 218|RUNX1 
PMID23054646Line13|220 223|ETV6 
PMID23054646Line13|228 232|CEBPA 
PMID23054646Line13|246 249|TP53 
PMID23531518Line82|22 26|SRSF2 
PMID23531518Line82|46 50|SF3B1 
PMID23531518Line82|72 77|U2AF35 
PMID10706759Line70|156 159|PTEN 
PMID10706759Line70|161 165|MMAC1 
PMID22898539Line233|9 13|ASXL1 
PMID23223431Line205|30 34|GATA2 
PMID21605981Line134|55 59|GATA1 
PMID23054646Line55|0 4|SRSF2 
PMID25465125Line177|50 53|TP53 
PMID10706759Line18|21 24|PTEN 
PMID10706759Line18|26 30|MMAC1 
PMID23619563Line107|105 109|ASXL1 
PMID24335498Line146|129 132|NPM1 
PMID19282830Line97|32 36|RUNX1 
PMID23896413Line79|20 25|SETBP1 
PMID22898539Line162|74 77|IDH1 
PMID22898539Line162|80 83|IDH2 
PMID22878824Line119|45 48|IDH1 
PMID22878824Line119|93 96|IDH1 
PMID22878824Line119|100 103|IDH2 
PMID22878824Line119|145 148|IDH1 
PMID25465125Line94|69 73|ASXL1 
PMID21605981Line279|4 8|GATA2 
PMID25465125Line146|3 6|ETV6 
PMID10706759Line9|24 27|PTEN 
PMID10706759Line9|29 33|MMAC1 
PMID23978506Line217|53 56|JAK2 
PMID23978506Line217|143 146|JAK2 
PMID23223431Line223|53 57|GATA2 
PMID22878824Line131|29 32|IDH2 
PMID22878824Line131|54 57|IDH2 
PMID22878824Line131|199 202|NPM1 
PMID22878824Line131|218 221|FLT3 
PMID23054646Line45|16 20|SRSF2 
PMID21714648Line155|383 386|NRAS 
PMID21714648Line155|388 391|TP53 
PMID21714648Line155|396 400|RUNX1 
PMID21605981Line202|39 42|EVI1 
PMID21605981Line202|63 66|Evi1 
PMID21605981Line35|18 22|GATA5 
PMID22898539Line270|33 36|TET2 
PMID22898539Line270|38 41|IDH1 
PMID22898539Line270|43 46|IDH2 
PMID22898539Line270|50 55|DNMT3A 
PMID22898539Line270|89 91|MLL 
PMID22898539Line270|107 111|ASXL1 
PMID22898539Line270|115 118|EZH2 
PMID23896413Line100|39 43|CSF3R 
PMID24986690Line43|15 18|JAK2 
PMID24986690Line43|42 44|MPL 
PMID21605981Line146|31 35|GATA2 
PMID21605981Line146|61 65|GATA1 
PMID21605981Line146|110 113|FOG1 
PMID21605981Line146|150 154|GATA1 
PMID21605981Line290|40 44|GATA2 
PMID23978506Line11|97 108|Janus kinase 2 
PMID23978506Line11|110 113|JAK2 
PMID23978506Line11|117 119|BCR 
PMID23978506Line11|121 124|ABL1 
PMID24986690Line85|110 113|JAK2 
PMID24986690Line85|139 142|CALR 
PMID24986690Line85|166 168|MPL 
PMID21605981Line108|7 10|FOG1 
PMID21605981Line108|81 85|Gata1 
PMID23978506Line173|24 26|MPL 
PMID24335498Line8|45 49|BAALC 
PMID19282830Line114|78 82|RUNX1 
PMID21605981Line24|0 4|GATA1 
PMID24335498Line95|15 19|SMC1A 
PMID22898539Line248|50 53|JAK2 
PMID25465125Line222|0 4|SRSF2 
PMID19282830Line133|21 24|FLT3 
PMID19282830Line133|55 59|RUNX1 
PMID24986690Line140|25 28|JAK2 
PMID25465125Line167|0 3|TP53 
PMID23531518Line80|7 11|ASXL1 
PMID22210327Line26|91 94|NPM1 
PMID22210327Line26|96 100|CEBPA 
PMID22210327Line26|102 105|FLT3 
PMID22210327Line26|150 153|IDH1 
PMID22323480Line155|42 46|SF3B1 
PMID21605981Line162|16 20|GATA2 
PMID24335498Line91|17 21|STAG1 
PMID21714648Line127|39 43|ASXL1 
PMID21714648Line127|109 113|ASXL1 
PMID23619563Line34|114 118|ASXL1 
PMID23619563Line34|120 124|SRSF2 
PMID23619563Line34|126 129|EZH2 
PMID23619563Line34|131 134|IDH1 
PMID23619563Line34|138 141|IDH2 
PMID22898539Line116|0 3|TET2 
PMID24986690Line169|283 286|JAK2 
PMID24986690Line169|289 291|MPL 
PMID24986690Line169|400 403|JAK2 
PMID24986690Line169|405 408|CALR 
PMID24986690Line169|448 459|calreticulin 
PMID19282830Line94|11 15|RUNX1 
PMID19282830Line94|83 87|RUNX1 
PMID23896413Line45|13 15|BCR 
PMID21605981Line104|17 21|GATA2 
PMID21605981Line249|13 17|GATA2 
PMID10706759Line5|38 41|PTEN 
PMID10706759Line5|43 47|MMAC1 
PMID23531518Line137|0 4|ASXL1 
PMID22898539Line224|48 52|BRCA1 
PMID22898539Line224|54 71|associated protein 1 
PMID22898539Line224|73 76|BAP1 
PMID22898539Line224|81 85|ASXL1 
PMID22323480Line145|11 15|SF3B1 
PMID23619563Line115|131 135|ASXL1 
PMID23619563Line115|137 140|EZH2 
PMID23619563Line115|142 146|SRSF2 
PMID23619563Line115|150 153|IDH1 
PMID22898539Line283|161 164|TET2 
PMID22898539Line283|166 169|IDH1 
PMID22898539Line283|173 176|IDH2 
PMID22898539Line283|257 259|MLL 
PMID22898539Line283|261 265|ASXL1 
PMID22898539Line283|269 274|DNMT3A 
PMID22898539Line202|21 24|Ezh2 
PMID21605981Line85|48 52|Gata2 
PMID21605981Line85|133 137|Gata2 
PMID21605981Line85|194 198|Gata2 
PMID25465125Line43|43 46|TET2 
PMID23896413Line54|0 4|CSF3R 
PMID23896413Line54|102 106|CSF3R 
PMID25465125Line233|30 34|U2AF1 
PMID22210327Line21|41 44|BCOR 
PMID22210327Line21|48 53|BCORL1 
PMID23223431Line109|14 18|GATA2 
PMID23223431Line109|57 61|NEK11 
PMID25465125Line101|0 3|EZH2 
PMID23054646Line56|5 10|U2AF35 
PMID22898539Line186|48 51|PRC1 
PMID21605981Line205|19 22|Evi1 
PMID21605981Line205|25 29|Gata2 
PMID21605981Line205|115 118|Evi1 
PMID23223431Line209|53 57|CXCR4 
PMID23223431Line209|100 104|CXCR4 
PMID21605981Line151|34 38|GATA2 
PMID21605981Line296|12 16|GATA2 
PMID24986690Line134|135 138|CD34 
PMID21605981Line60|3 7|GATA2 
PMID22323480Line158|31 36|LUC7L2 
PMID22323480Line158|38 42|ZRSR2 
PMID22323480Line158|47 51|PRPF8 
PMID23054646Line61|32 37|U2AF35 
PMID25465125Line250|45 49|STAG1 
PMID25465125Line250|51 55|STAG2 
PMID25465125Line250|57 60|SMC3 
PMID25465125Line250|62 66|SMC1A 
PMID25465125Line250|68 72|PDS5B 
PMID25465125Line250|77 81|RAD21 
PMID19282830Line123|103 107|RUNX1 
PMID22898539Line181|11 16|DNMT3A 
PMID22898539Line181|131 134|TET2 
PMID22898539Line181|197 200|FLT3 
PMID22035746Line154|82 85|JAK2 
PMID23619563Line81|59 63|ASXL1 
PMID23978506Line132|106 109|JAK2 
PMID23223431Line143|154 158|GATA2 
PMID25465125Line245|0 4|ZRSR2 
PMID24335498Line105|15 19|STAG1 
PMID24335498Line105|51 54|NPM1 
PMID22898539Line166|154 156|MLL 
PMID19282830Line143|29 33|RUNX1 
PMID22878824Line139|98 103|DNMT3A 
PMID24986690Line96|68 71|CALR 
PMID24986690Line96|116 119|CALR 
PMID24986690Line96|140 143|JAK2 
PMID21605981Line200|67 70|EVI1 
PMID21605981Line200|121 125|GATA2 
PMID21605981Line318|14 18|GATA2 
PMID25465125Line238|12 16|U2AF1 
PMID24986690Line80|17 20|CALR 
PMID24986690Line80|71 74|JAK2 
PMID22898539Line265|68 71|PRC1 
PMID22878824Line305|49 51|KIT 
PMID24986690Line88|103 106|JAK2 
PMID24986690Line88|192 195|CALR 
PMID21605981Line232|38 42|GATA1 
PMID21605981Line232|46 50|GATA2 
PMID23978506Line41|3 6|JAK2 
PMID23223431Line203|0 4|GATA2 
PMID23223431Line203|57 61|GATA2 
PMID23978506Line154|14 17|JAK2 
PMID23978506Line154|85 88|JAK2 
PMID23978506Line154|112 115|JAK2 
PMID21605981Line64|19 23|GATA1 
PMID24986690Line126|0 3|CALR 
PMID24986690Line126|16 19|CALR 
PMID24986690Line126|92 95|JAK2 
PMID22878824Line132|31 34|IDH1 
PMID22878824Line132|121 124|NPM1 
PMID22878824Line132|140 143|FLT3 
PMID22878824Line132|158 161|IDH1 
PMID22878824Line132|164 167|IDH2 
PMID24986690Line69|18 21|CALR 
PMID24986690Line69|85 88|JAK2 
PMID24986690Line69|105 107|MPL 
PMID22898539Line266|52 55|PLZF 
PMID22878824Line95|3 6|NPM1 
PMID24335498Line156|46 49|NPM1 
PMID24335498Line156|59 62|NPM1 
PMID24335498Line156|71 74|FLT3 
PMID22375971Line28|85 88|JAK1 
PMID22375971Line28|93 96|JAK2 
PMID22375971Line28|80 83|JAK 1 
PMID23978506Line145|39 42|JAK2 
PMID10706759Line104|40 43|PTEN 
PMID10706759Line104|45 49|MMAC1 
PMID25465125Line103|35 38|EZH2 
PMID25465125Line103|181 184|EZH2 
PMID23531518Line86|46 50|SF3B1 
PMID21339759Line52|50 53|EZH2 
PMID21339759Line52|57 60|TET2 
PMID21339759Line52|84 87|TET2 
PMID25465125Line232|3 7|U2AF1 
PMID25465125Line232|9 14|U2AF35 
PMID22323480Line167|93 97|RUNX1 
PMID22323480Line167|139 143|RUNX1 
PMID25465125Line252|23 27|STAG2 
PMID23896413Line85|65 70|SETBP1 
PMID24335498Line40|104 107|FLT3 
PMID24335498Line40|128 131|NPM1 
PMID24335498Line40|134 139|DNMT3A 
PMID24335498Line40|141 144|IDH1 
PMID24335498Line40|146 149|IDH2 
PMID24335498Line40|154 157|MLL5 
PMID25465125Line134|0 3|ETV6 
PMID21605981Line94|13 17|GATA2 
PMID21605981Line94|45 49|GATA2 
PMID21605981Line94|59 63|GATA1 
PMID25006131Line84|5 9|STAG2 
PMID22898539Line189|11 14|PRC1 
PMID22898539Line189|115 118|PRC1 
PMID21605981Line206|7 11|Gata2 
PMID21605981Line206|51 54|EVI1 
PMID21605981Line206|73 77|Gata2 
PMID21605981Line206|110 114|Gata2 
PMID21605981Line206|140 143|EVI1 
PMID19282830Line103|0 4|RUNX1 
PMID19282830Line103|101 105|RUNX1 
PMID22898539Line84|43 48|DNMT3A 
PMID22898539Line84|86 91|DNMT3A 
PMID23223431Line71|27 31|GATA2 
PMID23223431Line71|46 50|GATA2 
PMID23223431Line71|191 195|GATA2 
PMID23223431Line71|291 295|GATA2 
PMID23978506Line61|14 16|MPL 
PMID23978506Line61|28 30|BCR 
PMID23978506Line61|32 35|ABL1 
PMID21605981Line48|20 24|GATA1 
PMID21605981Line48|28 32|GATA2 
PMID23978506Line164|21 24|JAK2 
PMID23978506Line164|83 86|JAK2 
PMID25465125Line267|212 216|DNMT3 
PMID25465125Line267|253 257|DNMT1 
PMID25465125Line267|622 625|EZH2 
PMID25465125Line267|675 678|PRC1 
PMID25465125Line267|682 684|CBX 
PMID25465125Line267|686 689|PRC1 
PMID25465125Line267|841 845|ASXL1 
PMID25465125Line267|992 996|ASXL1 
PMID25465125Line267|1000 1003|EZH2 
PMID24986690Line131|76 79|JAK2 
PMID24986690Line131|81 84|CALR 
PMID24986690Line131|88 90|MPL 
PMID21339759Line47|5 8|EZH2 
PMID21339759Line47|12 16|ASXL1 
PMID22210327Line10|28 31|IDH1 
PMID22210327Line10|35 40|DNMT3A 
PMID22210327Line10|118 121|BCOR 
PMID22210327Line10|125 130|BCORL1 
PMID25465125Line234|22 26|U2AF1 
PMID25465125Line234|74 78|Ser34 
PMID25465125Line234|58 72|serine at codon 34 
PMID21605981Line92|32 36|GATA2 
PMID21605981Line92|94 98|GATA2 
PMID22898539Line253|52 56|PRMT5 
PMID19282830Line83|21 24|FLT3 
PMID19282830Line83|27 29|RAS 
PMID19282830Line83|52 56|RUNX1 
PMID25006131Line28|23 27|HDAC8 
PMID25006131Line28|35 38|SMC3 
PMID25465125Line162|9 13|GATA2 
PMID25006131Line124|79 83|STAG2 
PMID25006131Line124|85 89|RAD21 
PMID25006131Line124|91 94|SMC3 
PMID21339759Line44|43 47|RUNX1 
PMID21339759Line44|62 65|TET2 
PMID21339759Line44|82 84|CBL 
PMID21339759Line44|152 155|NRAS 
PMID21339759Line44|187 190|JAK2 
PMID21605981Line278|44 48|GATA2 
PMID22323480Line195|32 36|U2AF1 
PMID22323480Line195|38 42|SF3B1 
PMID22323480Line195|44 48|SRSF2 
PMID22323480Line195|50 55|LUC7L2 
PMID22323480Line195|57 61|PRPF8 
PMID22323480Line195|66 70|ZRSR2 
PMID22323480Line195|297 301|U2AF1 
PMID22323480Line195|622 626|U2AF1 
PMID22323480Line195|1243 1247|SF3B1 
PMID22323480Line195|1563 1567|SF3B1 
PMID22323480Line195|1783 1788|LUC7L2 
PMID22323480Line195|1927 1931|PRPF8 
PMID22323480Line195|1963 1976|snRNP-specific 
PMID22323480Line195|2098 2102|Pad1p 
PMID22323480Line195|2134 2138|SRSF2 
PMID22323480Line195|2453 2457|ZRSR2 
PMID22323480Line195|2525 2529|ZRSR2 
PMID21605981Line112|40 43|FOG1 
PMID21605981Line112|105 109|GATA1 
PMID21605981Line112|111 114|FOG1 
PMID22323480Line118|34 38|SF3B1 
PMID22323480Line118|108 112|SRSF2 
PMID23619563Line76|41 44|EZH2 
PMID23619563Line76|55 59|ASXL1 
PMID23619563Line76|72 76|SRSF2 
PMID23619563Line76|90 93|IDH1 
PMID23619563Line76|97 100|IDH2 
PMID21605981Line145|19 22|FOG1 
PMID21605981Line145|117 120|FOG1 
PMID25465125Line236|15 19|U2AF1 
PMID25465125Line236|33 37|ASXL1 
PMID25465125Line236|41 46|DNMT3A 
PMID23531518Line69|41 43|BCR 
PMID23531518Line69|45 48|ABL1 
PMID23531518Line69|52 57|PDGFRA 
PMID24986690Line79|104 107|JAK2 
PMID24986690Line79|148 151|CALR 
PMID24986690Line79|193 195|MPL 
PMID22878824Line153|22 25|FLT3 
PMID22878824Line153|45 48|FLT3 
PMID22878824Line153|77 79|PML 
PMID22878824Line153|81 84|RARA 
PMID21605981Line311|57 61|GATA2 
PMID22898539Line241|44 48|ASXL1 
PMID22898539Line241|52 55|BAP1 
PMID23896413Line82|6 11|SETBP1 
PMID23896413Line82|85 90|SETBP1 
PMID21714648Line12|51 54|ETV6 
PMID21714648Line12|58 61|GNAS 
PMID23978506Line16|12 15|JAK2 
PMID23978506Line16|26 28|MPL 
PMID23978506Line16|95 98|JAK2 
PMID21605981Line155|0 4|GATA2 
PMID21605981Line155|78 81|IL-3 
PMID24986690Line108|205 208|JAK2 
PMID24986690Line108|228 230|MPL 
PMID24986690Line108|251 254|JAK2 
PMID24986690Line108|256 259|CALR 
PMID24986690Line108|264 266|MPL 
PMID23978506Line192|21 24|JAK2 
PMID23978506Line192|61 63|MPL 
PMID22898539Line114|0 3|TET2 
PMID19282830Line73|66 68|RHD 
PMID25006131Line128|56 60|STAG2 
PMID10706759Line75|20 23|PTEN 
PMID10706759Line75|25 29|MMAC1 
PMID25465125Line219|17 21|ABCB7 
PMID25465125Line219|38 42|SF3B1 
PMID21714648Line134|49 52|TET2 
PMID21714648Line134|75 78|TET2 
PMID21714648Line134|127 130|TET2 
PMID19282830Line104|35 39|RUNX1 
PMID19282830Line156|31 36|RUNX1b 
PMID24986690Line42|11 14|JAK2 
PMID22035746Line18|165 167|BCR 
PMID22035746Line18|169 172|ABL1 
PMID22210327Line48|57 62|BCORL1 
PMID25465125Line64|0 3|IDH1 
